id,parentId,name,city,position,image,data
156,154,Employés.es avec license Microsoft 365,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
157,110,"Recrutement, embauche",Windsor,Source de données,https://bcitigab.github.io/icons/upload.png,"Curriculum Vitae des candidats avec les informations qu'ils contiennent, Recrutement via la plateforme Indeed, Formulaire web de dépôt de candidatures via plugiciel Ninja Form, Nom et prénom, adresse postale, date naissance, expériences de travail, courriel et numéro de téléphone"
158,157,Serveurs de l'hébergeur web,Windsor,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
159,157,Serveurs Microsoft,Windsor,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
160,159,Employés des serveurs Microsoft,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
161,158,Conseiller en communication,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
162,158,Secrétaire greffe communication,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
163,158,Directions de service,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
164,158,Direction générale,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
165,158,Contremaîtres,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
166,158,Technicienne en loisir,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
167,158,Bibliothécaire,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
168,110,Système de paie,Windsor,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom, date de naissance, adresse postale, données financières comme le salaire et les déductions, avantages sociaux divers"
169,168,Serveurs PG,Windsor,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
170,168,Serveurs Desjardins,Windsor,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
171,169,Trésorière,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
172,169,Commis comptables,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
173,169,Taxation,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
174,169,Directeur général,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
175,169,Directeur de services,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
176,169,Employés des serveurs PG,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
177,169,Support informatique GPX,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
178,170,Employés de Desjardins,Windsor,Accès,https://bcitigab.github.io/icons/key.png,
179,111,Taxes,Windsor,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom et prénom, Adrese postale, valeur immobilière, montant des taxes"
180,179,Serveurs PG,Windsor,Hébergement / Stockage,https://bcitigab.github.io/icons/folder.png,
