id,parentId,name,city,position,image,data
242,241,Candidat au poste,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
243,240,Employés de l'équipe de dotation,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
244,112,Permis de déneigement pour déneigeurs privés,Prévost,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom du responsable, Adresse, Numéros de téléphone, Adresse courriel, cellulaire"
245,244,Département des Finances et Direction de l'infrastructure (TP),Prévost,Accès,https://bcitigab.github.io/icons/key.png,
246,113,Protocoles d'entente avec les promoteurs,Prévost,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom du responsable, Adresse, Numéros de téléphone, Adresse courriel, cellulaire, Institution bancaire (lettre de garantie financière), Informations d'assurances"
247,246,Serveurs de Microsoft (Sharepoint),Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
248,247,Employés de Microsoft,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
249,247,Employés au département d'ingénierie,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
250,247,Employés au département d'urbanisme,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
251,247,Employés au département de greffe,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
252,113,Contrats conclus avec les entrepreneurs,Prévost,Source de données,https://bcitigab.github.io/icons/upload.png,"Nom, prénom du responsable, Adresse, Numéros de téléphone, Adresse courriel, cellulaire, Informations d'assurances, Cautionnements"
253,252,Serveurs de Microsoft (Sharepoint),Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
254,253,Employés au département d'ingénierie,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
255,253,Employés au département de greffe,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
256,104,Application mobile Bciti,Prévost,Source de données,https://bcitigab.github.io/icons/upload.png,"Inscription : courriel, prénom et nom de famille, Profil (facultatif pour le moment) : adresse, numéro de téléphone, genre et date de naissance"
257,256,Serveurs de Bciti+,Prévost,Hébergement / Stockage ,https://bcitigab.github.io/icons/folder.png,
258,257,Employés des service des communications,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
259,257,Équipe Bciti+,Prévost,Accès,https://bcitigab.github.io/icons/key.png,
